or_code;or_siren;or_nom;or_type;or_activ;or_l331;or_siret;or_nometab;or_ad_code;or_nomvoie;or_numero;or_rep;or_local;or_postal;or_commune;or_telfixe;or_mail;or_comment;or_creadat;or_majdate;or_majsrc;or_abddate;or_abdsrc
OR033001002030; ;Syniverse technologies;Operateur;;SYNI; ;;;REGUS ZEN BUILDING, NEWTONLAAN 115  3584 BH UTRECHT   PAYS-BAS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002031;419356068;SYNTIS;Operateur;;SYNT;41935606800033;;;2 COURS DU 30 JUILLET  33064 BORDEAUX  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002032;808382592;Synum;Operateur;;SYNU;80838259200018;;;14 RUE DU PORT  92000 NANTERRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002033;751182650;Syrus groupe;Operateur;;SYGR;75118265000018;;;11/13 RUE JEAN LURCAT  95100 ARGENTEUIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002034;534571112;Sysconnect;Operateur;;SYSC;53457111200018;;;12 RUE DE LA PAIX  94300 VINCENNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002035;504497736;Sysexpert;Operateur;;SYSE;50449773600018;;;RAVINE DES CABRIS 7 CHEMIN RAYMOND MONDON  97432 ST PIERRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002036;443866769;SYSOCO;Operateur;;SYSO;44386676900013;;;2 R DU 35E RGT D AVIATION  69673 BRON  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002037;509892667;Systèmes réseaux et téléphonique;Operateur;;SRTE;50989266700015;;;1BIS RUE PIERRE ET MARIE CURIE  92140 CLAMART;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002038;801768938;System-net;Operateur;;SYST;80176893800012;;;247 CHEMIN DU MAS DE BERTHE  30670 AIGUES-VIVES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002039;488913997;Sysun technologies;Operateur;;SYSU;48891399700059;;;45 RUE DU GENERAL LECLERC DE HAUTECLOC  76120 LE GRAND QUEVILLY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002040;407700129;T.D.O.Telephone de l Ouest;Operateur;;TDOT;40770012900031;;;ZI LE SEJOUR 16 RUE THOMAS EDISON  85170 DOMPIERRE-SUR-YON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002041;411029457;T.S.A.;Operateur;;TSAT;41102945700016;;;6 AVENUE DE PARIS  42300 ROANNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002042;380398347;TALCO LANGUEDOC SARL;Operateur;;TALC;38039834700043;;;40 RUE DE PINVILLE  34000 MONTPELLIER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002043;799402490;Talsion;Operateur;;TALS;79940249000020;;;1 RUE DE STOCKHOLM  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002044;831933056;Tamtam telecom;Operateur;;TMTM;83193305600010;;;28 AVENUE D ALSACE  13600 LA CIOTAT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002045;382525541;TAS France;Operateur;;TASF;382525541;;;WTC1-K 1300 ROUTE DES CRETES  06560 VALBONNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002046;481385821;Tata communications France;Operateur;;VSNL;48138582100055;;;66 AVENUE CHARLES DE GAULLE  92200 NEUILLY SUR SEINE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002047;793097916;T-Connect;Operateur;;THDF;79309791600019;;;ROUTE DE LA BRILLANNE  04300 FORCALQUIER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002048; ;TDC TOTALLOSNINGER A/S;Operateur;;TDCT; ;;;TEGLHOLMSGADE 1  900 COPENHAGEN C   DANEMARK;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002049;342404399;TDF;Operateur;;TDF;34240439903172;;;106 AVENUE MARX DORMOY  92120 MONTROUGE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002050;820147510;TDF Fibre;Operateur;;TDFF;82014751000011;;;106 AVENUE MARX DORMOY  92120 MONTROUGE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002051;501637326;TEAMBOX;Operateur;;TEAM;50163732600023;;;19 RUE ALBERT REMY  91130 RIS ORANGIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002052;507402618;Tech care;Operateur;;TECH;50740261800023;;;45 B ROUTE DES GARDES  92190 MEUDON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002053;519909709;TECHCREA SOLUTIONS;Operateur;;TSOL;51990970900031;;;VALENCANAL CHEMIN DU NOIR MOUTON  59300 VALENCIENNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002054;422005850;Technologie assistance organisation des flux;Operateur;;TAOF;42200585000033;;;34 LOTISSEMENT LES FLAMBOYANTS AVENUE DE DILLON  97200 FORT-DE-FRANCE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002055;498275312;Technosens;Operateur;;TECS;49827531200029;;;15 RUE D ALSACE  69150 DECINES-CHARPIEU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002056;513893503;Teclib;Operateur;;TCLB;51389350300039;;;118-120 RUE DE RIVOLI  75001 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002057;542065057;Tégé;Operateur;;TEEG;54206505700045;;;PARC D ACTIVITES DE LA HAIE GRISELLE 4 RUE DES SABLONS  94470 BOISSY SAINT-LEGER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002058;500145156;Téïcée;Operateur;;SIFR;50014515600021;;;8 RUE DU LONG DOUET  14760 BRETTEVILLE SUR ODON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002059;503127326;TEL & PHONE FRANCE;Operateur;;TELP;50312732600026;;;ZI DU MÉLAC 4 RUE PASCAL  33370 TRESSES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002060;538922113;TEL INFO SERVICES;Operateur;;TLIS;53892211300013;;;2-4 RUE DE CHATEAUDUN  37000 TOURS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002061;810088377;Tel@ndcloud;Operateur;;TELN;81008837700017;;;11 AVENUE DE LA PAIX  80080 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002062;411759962;Telcite;Operateur;;TLIE;41175996200029;;;1 AVENUE MONTAIGNE  93160 NOISY-LE-GRAND;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002063;809533524;Telco OI;Operateur;;TELC;80953352400033;;;12 RUE HENRI CORNU  97490 STE-CLOTILDE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002064;508540739;TELECOM EGYPT FRANCE SAS;Operateur;;TEFS;50854073900010;;;10 RUE DE LA PAIX  75002 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002065; ;Telecom Italia Sparkle SPA;Operateur;;TISP; ;;;VIALE PARCO DÉ MEDICI 61  00149 ROMA   ITALIE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002066;490046026;TELECOM MONETIQUE;Operateur;;TMON;49004602600012;;;17 RUE BARBEY D AUREVILLY  35000 RENNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002067;828499715;Telecom services;Operateur;;TLSR;82849971500013;;;278 RUE DE ROSNY  93100 MONTREUIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002068;803763572;Telecom studio;Operateur;;TLST;80376357200010;;;452 AVENUE DU PRADO  13008 MARSEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002069;482695343;Telecom.object;Operateur;;TOBJ;48269534300038;;;AEROPARC 3 15 RUE DU CORDONNIER  67960 ENTZHEIM;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002070; ;Telecoming;Operateur;;TGCY; ;;;TORRE EUROPA - PLANTA 16 PASEO DE LA CASTELLANA 95  28046 MADRID   ESPAGNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002071;452526742;TELECOMS ENTREPRISES;Operateur;;TENT;45252674200013;;;4 AVENUE DE CAMBRIDGE  14200 HEROUVILLE-SAINT-CLAIR;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002072;792247330;Telecoms solutions entreprises;Operateur;;TSEN;79224733000030;;;41 RUE DELIZY  93500 PANTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002073;520830712;Telecopolis;Operateur;;OLIS;52083071200029;;;75 BOULEVARD MARIE ET ALEXANDRE OYON  72100 LE MANS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002074;508009982;Telefonica international wholesale services France;Operateur;;TELE;50800998200044;;;TOUR ATLANTIQUE - 11° ÉTAGE 1 PLACE DE LA PYRAMIDE  92911 LA DEFENSE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002075;408024115;TELEHOUSE INTERNATIONAL CORPORATION OF EUROPE LTD;Operateur;;TICL;40802411500037;;;137 BOULEVARD VOLTAIRE  75011 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002076; ;TELEKOM MALAYSIA (UK) LIMITED;Operateur;;TEMA; ;;;ST MARTIN S HOUSE  EC1A 4EN LONDRES   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002077;403427701;Telemaque;Operateur;;MAQU;40342770100046;;;LES ESPACES DE SOPHIA -BAT E 80 ROUTE DES LUCIOLES  06560 VALBONNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002078;434738183;Telemaque edition;Operateur;;TEED;43473818300053;;;9 BOULEVARD SARRAIL  34000 MONTPELLIER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002079;752077081;TELEMONDIAL;Operateur;;TEMO;75207708100012;;;7 RUE PRINCIPALE  67206 MITTELEHAUSBERGEN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002080;811443795;Teleorientale;Operateur;;TLOE;81144379500018;;;11 RUE JACQUES ELEONOR FERME  92700 COLOMBE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002081;429699234;Téléphonie réseau informatique;Operateur;;TRIR;42969923400028;;;18 B ALLEE CIRCULAIRE  93600 AULNAY-SOUS-BOIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002082;524664190;Teleragno;Operateur;;AGNO;52466419000013;;;LA BASTIDE NEUVE BATIMENT F 17 RUE SAINT JEAN DU DESERT  13012 MARSEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002083;445041015;Telerys communication;Operateur;;TERY;44504101500022;;;201 RUE DE VERSAILLES  92410 VILLE D AVRAY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002084;485121735;TELESOFT;Operateur;;TESO;48512173500024;;;256 BOULEVARD SAINT GERMAIN  75007 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002085;326300159;Télévision Française 1;Operateur;;TF1;32630015900067;;;1 QUAI DU POINT DU JOUR  92656 BOULOGNE BILLANCOURT  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002086;381422419;Telfax communications;Operateur;;TENS;38142241900022;;;28 AVENUE DES PAULINES  63100 CLERMONT-FERRAND;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002087;810437400;Teliacom;Operateur;;TLIA;81043740000015;;;146 RUE DU CHATEAU  92100 BOULOGNE BILLANCOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002088;421204793;TELIASONERA INTERNATIONAL CARRIER FRANCE;Operateur;;TEIA;42120479300051;;;28 RUE DE BERRI  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002089;490174331;TELLIS;Operateur;;TELL;49017433100010;;;14 ROUTE DE CHAMPAGNE  69130 ECULLY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002090;488298035;Tellpe;Operateur;;BUFR;48829803500038;;;8 RUE DE DUBLIN  34200 SÈTE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002091;448560847;TELLUS;Operateur;;TELU;44856084700015;;;BATIMENT C LES ESPACES DE SOPHIA 80 ROUTE DES LUCIOLES  06560 VALBONNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002092;822510475;Telnoo telecommunications;Operateur;;TEOO;82251047500012;;;LOTISSEMENT CLUNY 28 RUE MADININA  97200 FORT DE FRANCE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002093; ;Telnyx Ireland limited;Operateur;;TEIR; ;;;26-28 LOMBARD STREET EAST    D02 V272 DUBLIN   IRLANDE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002094;453401325;TELOISE;Operateur;;TELO;45340132500015;;;40 QUAI DU POINT DU JOUR  92100 BOULOGNE BILLANCOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002095;799369681;Tel-on;Operateur;;TLON;79936968100025;;;64 RUE ANATOLE FRANCE  92300 LEVALLOIS PERRET;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002096; ;Telstra Limited;Operateur;;TELS; ;;;LEVEL 2 BLUE FIN BUILDING 110 SOUTHWARK STREET  SE1 0TA LONDON   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002097;528541774;TELWAN;Operateur;;TELW;52854177400014;;;L ALLIERE  72160 BEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002098;753620947;Teranis telecom;Operateur;;TENI;75362094700014;;;13 RUE DU FOUR  54840 GONDREVILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002099;500281878;TERRALIS;Operateur;;REIS;50028187800016;;;PARC GOURAU IMMEUBLE L ENVOL 12 ALLEE DES NOBEL  02200 SOISSONS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002100;509006433;TERRITOIRES SANS FIL;Operateur;;TERR;50900643300015;;;22 RUE DU SENTIER  75002 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002101;529558710;Tetaneutral.net;Operateur;;TETA;52955871000016;;;10 CHEMIN TRICOU  31200 TOULOUSE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002102;531183861;TF2i;Operateur;;TF2I;53118386100024;;;6 IMPASSE DES NEBOUTS  24130 PRIGONRIEUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002103;383470937;Thales communications & Security SAS;Operateur;;THAL;38347093700194;;;4 AVENUE DES LOUVRESSES  92230 GENNEVILLIERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002104;820552065;THD 06;Operateur;;THD6;82055206500014;;;9200 VOIE DES CLOUETS  27100 VAL-DE-REUIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002105;823390000;THD 59-62;Operateur;;THD5;82339000000011;;;ZI 100 RUE JEAN PERRIN BP 21 59932 LA CHAPELLE DARMENTIERES  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002106;821579232;Thd 73;Operateur;;THD7;82157923200017;;;49 AVENUE DU LAC DU BOURGET  73370 LE BOURGET DU LAC;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002107;519238166;THD 83;Operateur;;NE29;51923816600010;;;9200 VOIE DES CLOUETS  27100 VAL DE REUIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002108;808806434;THD42 exploitation;Operateur;;THD4;80880643400011;;;5 PARC METROTECH   42650 SAINT-JEAN-BONNEFONDS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002109;822688917;Thdtel;Operateur;;THDT;82268891700019;;;MARIGOT 29 RESIDENCE YACHT CLUB  97150 SAINT MARTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002110;352936876;Thomson Reuters France;Operateur;;TRFT;35293687600072;;;6-8 BOULEVARD HAUSSMANN  75009 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002111;788498624;Thoth;Operateur;;THOT;78849862400014;;;101 AVENUE DU GENERAL LECLERC  75685 PARIS  CEDEX 14;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002112;825360100;Thundercom;Operateur;;THUN;82536010000010;;;4 AVENUE MORANE SAULNIER  78140 VELIZY VILLACOUBLAY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002113; ;THURAYA TELECOMMUNICATIONS COMPANY;Operateur;;THUR; ;;;OFFICE TECOM PO BOX 283333  DUBAI   EMIRATS ARABES UNIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002114;483713830;TI sparkle France SAS;Operateur;;TISF;48371383000030;;;15 RUE DU FAUBOURG MONTMARTRE  75009 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002115;533160321;Ticeo;Operateur;;TICE;53316032100022;;;189 CHEMIN DU MONCEY  69440 SAINT-LAURENT-D AGNY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002116;507738862;Tikeasy;Operateur;;TIKE;50773886200030;;;IMMEUBLE HUB CREATIC 6 RUE ROSE DIENG-KUNTZ  44300 NANTES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002117;497487512;Timaca;Operateur;;TIMA;49748751200012;;;ZI AVON 532 AVENUE DES CHASSEENS  13120 GARDANNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002118; ;Timepiece - servicos de consultoria LDA;Operateur;;TIMP; ;;;1° ANDAR - SALA 116 AV. CALOUSTE GULBENKIAN 3  9000-011 FUNCHAL MADEIRE  PORTUGAL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002119;790286918;Tims solutions;Operateur;;TISO;79028691800012;;;ZAC DU PAISY 7 CHEMIN DES HIRONDELLES  69750 DARDILLY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002120;343864195;Tims systemes;Operateur;;TIMS;34386419500064;;;ZAC DU PAISY 7 CHEMIN DES HIRONDELLES  69570 DARDILLY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002121; ;Tinet S.p.A.;Operateur;;TINE; ;;;LOC.SA ILLETA, SS 195, KM 2,300  09122 CAGLIARI   ITALIE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002122;452365125;TI-TEXT;Operateur;;TITE;45236512500049;;;84 RUE LA FONTAINE   75016 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002123;327147104;Tl systèmes;Operateur;;TISY;32714710400043;;;ZA ST JACQUES 2 41 RUE ALBERT EINSTEIN  54320 MAXEVILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002124; ;T-Mobile hotspot GmbH;Operateur;;TMHT; ;;;FRIEDRICH-EBERT-ALLEE 140  D-53105 BONN   ALLEMAGNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002125; ;Tolosane informatique;Operateur;;R050; ;;;16 RUE DE LA REPUBLIQUE  31270 VILLENEUVE TOLOSANE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002126;520369620;TOOTAI;Operateur;;TOOT;52036962000015;;;39 RUE DU FOSSE  67140 ZELLWILLER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002127;794669614;TopMeeting;Operateur;;TOPM;79466961400016;;;5 BIS RUE DE SOLFERINO  75007 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002128;814769543;Totalcloud;Operateur;;TOTA;81476954300012;;;22 RUE OLYMPE DE GOUGES  38400 SAINT MARTIN D HERES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002129; ;Touraine data network;Operateur;;TDNK; ;;;36 RUE DU GRAND ORMEAU  37210 VOUVRAY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002130;809726524;Touraine réseau;Operateur;;TORE;80972652400014;;;13 RUE DE SAINT-BRANCHS  37250 SORIGNY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002131;500546866;TOURS METROPOLE NUMERIQUE;Operateur;;TMNU;50054686600020;;;12 RUE DORA MAAR  37100 TOURS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002132;338628134;TOWERCAST;Operateur;;TOWE;33862813400094;;;46 AVENUE THEOPHILE GAUTIER  75016 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002133;529544157;TRADING PARTNERS;Operateur;;TRPA;52954415700025;;;19 BOULEVARD MALESHERBES  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002134; ;Traidingcom;Operateur;;TRAI; ;;;RUE DUMONTSHAFF  3841 SCHIFFLANGE   LUXEMBOURG;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002135;443884580;TRANQUIL I.T.SYSTEMS;Operateur;;TRIT;44388458000020;;;12 AVENUE JULES VERNE  44230 SAINT SEBASTIEN SUR LOIRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002136;421285941;Transaction network services;Operateur;;TRNS;42128594100025;;;1 RUE SAINT GEORGES  75009 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002137;432786432;Transatel;Operateur;;TRAT;43278643200083;;;49/51 QUAI DE DION BOUTON CS 50034 92806 PUTEAUX  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002138;501018279;Transdev Reims;Operateur;;TRRE;50101827900023;;;RUE ANDRE HUET BP 147 51873 REIMS  CEDEX 3;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002139;405394347;TRANSMISSION;Operateur;;TRAN;40539434700042;;;80 AVENUE VICTOR HUGO  75116 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002140;808393557;Transtelinfo;Operateur;;TRTI;80839355700018;;;LOT 41 66 AVENUE DES CHAMPS ELYSEES  75008 PARIS FRANCE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002141; ;Trebons haut debit;Operateur;;R049; ;;;MAIRIE VILLAGE  31290 TREBONS SUR LA GRASSE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002142;532285095;TREETELCO;Operateur;;TREE;53228509500016;;;2 RUE LOUIS BLERIOT  78130 LES MUREAUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002143;439848904;Trekk;Operateur;;TRKK;43984890400025;;;138 RUE LEON FAUCHER  51450 BETHENY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002144;528817117;Très haut débit Bretagne;Operateur;;THDB;52881711700039;;;12H RUE DU PATIS TATELIN  35000 RENNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002145;523771343;TREVEON;Operateur;;TREV;52377134300010;;;9 RUE JULIEN  69003 LYON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002146;499445906;Trinaps;Operateur;;TRIN;49944590600021;;;TECH HOM 3 11 RUE SOPHIE GERMAIN  90000 BELFORT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002147;400550588;TRNK;Operateur;;TRIM;40055058800026;;;166 BOULEVARD DU MONTPARNASSE  75014 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002148;788668028;TROPICAL IPTV STREAMS;Operateur;;IPTV;78866802800012;;;113 SECTION DELAIR ROUTE DE FOUCHE  97180 SAINTE-ANNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002149; ;Tropo (Europe) Limited;Operateur;;TRPO; ;;;338 EUSTON ROAD  NW1 3BT LONDON   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002150;481234862;Troude Mathieu Christian;Operateur;;TRMC;48123486200029;;;3 RUE SAINT YVES  22290 LANVOLLON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002151; ;Troyes telecom;Operateur;;TROY; ;;;BAT. 3 - APPT. 52 2 RUE VALTAT  10000 TROYES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002152;812893303;Trunkline telecom ;Operateur;;TRUN;81289330300014;;;29 AVENUE DE FRIEDLAND  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002153; ;Truphone Limited;Operateur;;SCNL; ;;;CANARY WHARF 25 CANADA SQUARE  E14 5LQ LONDON   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002154;435100854;TRUST INFO SARL;Operateur;;TRUS;43510085400023;;;2 AVENUE DE HOLLANDE  68110 ILLZACH;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002155; ;TRUSTIVE LIMITED;Operateur;;TRLI; ;;;E.GOLF PARK, BÂTIMENT A - 950 AVENUE D  06410 BIOT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002156; ;TSP ONE LIMITED;Operateur;;TSPO; ;;;LAWFORD HOUSE - ALBERT PLACE  N3 1RL LONDON   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002157;319488409;T-systems France;Operateur;;TSYF;31948840900503;;;IMMEUBLE L AMARANTE 110 RUE AMBROISE CROIZAT  93200 SAINT DENIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002158;501343529;TUTOR 18;Operateur;;TU18;50134352900035;;;83 RUE SAINT FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002159;793699752;Tutor 2 Sarres;Operateur;;TDSP;79369975200010;;;83 RUE SAINT FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002160;538581448;Tutor Calvados;Operateur;;DSP1;53858144800015;;;83 RUE SAINT FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002161;527512081;TUTOR COTE FLEURIE;Operateur;;TUTO;52751208100011;;;83 RUE SAINT FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002162;538613829;TUTOR EUROP ESSONNE;Operateur;;TEES;53861382900018;;;83 RUE SAINT FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002163;798626750;Tutor Haute-Savoie;Operateur;;TUHS;79862675000011;;;83 RUE SAINT-FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002164;537485849;TUTOR MOULINS-LES-METZ;Operateur;;TUMO;53748584900013;;;83 RUE SAINT FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002165;498710193;TUTOR NANCY;Operateur;;TTNY;49871019300034;;;83 RUE SAINT FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002166;807897608;Tutor Somme;Operateur;;TUD6;80789760800012;;;83 RUE SAINT-FUSCIEN  80000 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002167; ;TV Ardeche;Operateur;;R205; ;;;CHEZ CLAIRE BURLET ROUTE D ALES  07230 LABLACHERE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002168; ;TWS international;Operateur;;TWSI; ;;;E-COMMERCEPARK VREDENBERG 1   WILLEMSTAD CURACAU  PAYS-BAS CARIBEENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002169;800256596;Ty-line;Operateur;;TYLI;80025659600019;;;15 RUE ANTOINE LARDENOY  97100 BASSE TERRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002170;428809016;TZM;Operateur;;TZM;42880901600028;;;11 AVENUE DE LA PAIX  80080 AMIENS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002171;528465990;U LINK;Operateur;;ULIN;52846599000026;;;6 RUE DES AULNES  69410 CHAMPAGNE-AU-MONT-D OR;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002172;513535609;Ubicentrex;Operateur;;UBIC;51353560900038;;;41 RUE SAINT-ERHARD  67100 STRASBOURG;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001002173;539049775;UCC experts unified communication and collaboration;Operateur;;UCCE;53904977500015;;;150 RUE LEGENDRE  75017 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
